"bpt","lgm_tot_p50","logM200_L","RprojLW_Rvir","sfr_tot_p50","color_gr","zoo","distance","weights"
0,1.37008447,0.065374235,-0.9518659325,0.95313793,-0.016178583,"S",0.7218907,1
1,0.215622488,1.572673835,-0.487420646,-1.050447382,0.713026284,"S",0.33313624,1
1,0.48985913,1.572673835,-0.4878165021,-0.180510098,0.949932021,"S",0.54657353,1
0,0.097923577,1.572673835,-0.540171078,0.171067227,0.396484147,"S",0.76420711,1
1,-0.061070005,1.572673835,-0.7393315663,-0.785042087,0.436923674,"S",0.50295233,1
0,-0.901607588,1.572673835,-0.684220385,-1.202962894,0.285827033,"S",0.58811483,1
0,0.505716042,1.572673835,-0.8142817615,-0.445450911,0.337592468,"S",0.47217017,1
1,0.185060792,1.572673835,-0.4792157886,-1.423188561,0.722571899,"S",0.23491595,1
0,0.945859031,1.572673835,-0.7996660419,-0.554553944,0.23682587,"S",0.32692784,1
0,-0.25565826,-0.831093788,-0.6956982329,-1.016102705,0.412019864,"S",0.47585975,1
0,-0.244106667,-1.040406466,-0.7833374558,1.341144506,-0.312265106,"S",0.96343264,1
0,-0.910551735,-1.039130379,-1.0138255869,-0.200683022,0.473046879,"S",0.84975098,1
0,0.747329287,-1.039130379,-0.9819308888,1.424955873,0.2462599,"S",0.90397599,1
1,-0.308080058,-1.039130379,-0.9673357598,-0.436726085,-0.845571834,"S",0.71995037,1
1,0.640393672,-1.007780037,-0.7969120037,-0.236988395,0.265949633,"S",0.51093796,1
1,0.681172918,2.139670115,-0.8997406911,-0.553964894,-0.188268477,"S",0.40705338,1
0,0.470667113,2.139670115,-0.8227259987,-0.608154948,0.404929125,"S",0.42322791,1
1,-0.631130519,0.12303955,-0.4567563528,-0.216443681,-0.11839579,"S",0.81673929,1
0,0.843410649,-0.72362661,-0.5402834732,-0.376878983,-0.144877011,"S",0.4229688,1
1,0.866180325,-0.21122614,-0.6218371628,0.863649995,0.516423129,"S",0.78508521,1
0,0.615228784,-0.647854662,-0.4772099107,0.919138382,0.008076004,"S",0.84747183,1
0,-0.265390705,-0.37146122,-0.8261373079,0.045265899,0.81250458,"S",0.7912519,1
0,-0.936717155,0.565979528,-0.7578267996,1.374470459,-0.799974022,"S",0.98420147,1
0,0.003206577,-0.877308813,-0.7979879731,-0.080184165,0.572474454,"S",0.7116434,1
1,0.505958595,-0.963841275,-0.8899853354,-0.055347163,-0.353942216,"S",0.62926878,1
0,0.577087303,-0.868721096,-0.6787111253,0.603352185,0.687326161,"S",0.77210274,1
0,1.64016739,-0.868721096,-0.8371828185,-0.683085429,1.009467851,"S",0.14711391,1
0,0.257068756,-0.529006171,-0.9878432835,0.066979151,0.614770355,"S",0.69613544,1
1,-0.293739103,2.047309042,-0.7535247674,-0.818922664,0.550243619,"S",0.54953472,1
1,0.934913821,2.047309042,-0.3500591798,-0.447614586,0.737362024,"S",0.34685585,1
0,1.337673307,1.248271949,-0.751099729,1.498389376,-0.307193047,"S",0.85670676,1
1,-0.738035815,1.951499087,-0.4944577107,-0.834329766,0.126959998,"S",0.67159313,1
1,-0.092056168,-0.572875957,-0.9040490587,-1.6105511,0.815791274,"S",0.23930262,1
1,-0.707868268,0.926215303,-0.8726622266,-1.197839943,0.392406211,"S",0.53488995,1
0,0.612985167,-0.896450111,-0.8146305807,-0.36519093,0.639684309,"S",0.46053431,1
1,0.382832558,-0.896450111,-0.9478748676,-0.983203877,0.420627148,"S",0.32327691,1
0,-0.755499641,-1.211781436,-0.8468567757,-0.768314086,0.275835077,"S",0.69099566,1
0,1.4008584,1.442030166,-0.7322791895,1.446028947,1.368326178,"S",0.80361268,1
0,-0.135594457,1.442030166,-0.781550819,-0.821314565,0.420206167,"S",0.51097356,1
0,-0.228856139,-0.980740799,-1.0010643369,0.108524647,-0.073726166,"S",0.81865478,1
1,-1.223596879,0.688725255,-0.7640375703,0.468227674,-0.878910478,"S",0.96052015,1
0,0.614804316,0.688725255,-0.768942977,-0.912232272,0.417710714,"S",0.29129015,1
0,-0.321966225,-0.640405076,-0.8252816757,0.004796759,0.146680163,"S",0.80718334,1
1,0.291480982,0.446303305,-0.9407997891,-1.045682707,0.862154966,"S",0.31212381,1
1,-0.381482701,-0.698794656,-0.734278426,-0.697616605,0.612569081,"S",0.61133711,1
1,-0.308959313,-1.205332026,-0.3421574312,1.512407492,-0.690884175,"S",0.97424609,1
0,-0.040452988,-0.875204995,-0.6478261156,0.030661156,0.271107918,"S",0.75902216,1
1,0.386076706,-0.875204995,-0.6565761258,-0.764851185,0.587868153,"S",0.38640266,1
0,-0.608694354,-0.875204995,-0.7011861982,0.105533114,0.209994677,"S",0.8665976,1
0,-0.212968908,-0.69955341,-0.8354126061,-0.942725174,0.641535611,"S",0.48171172,1
0,0.264375669,1.699834132,-0.5800043441,0.524490369,-0.22199767,"S",0.82867501,1
1,-0.771326233,1.699834132,-0.9521831452,-1.289455076,0.508946914,"S",0.51601228,1
1,-0.152542857,1.699834132,-0.528238542,-1.385018883,0.929735082,"S",0.31128673,1
0,-0.192351891,1.699834132,-0.4739610724,-0.457966312,0.547474275,"S",0.64382389,1
1,0.350482033,0.500968093,-0.7808761711,-1.127855188,0.710196075,"S",0.27963331,1
0,0.037406569,-1.018678506,-0.8397461149,-0.151037961,0.797090592,"S",0.67614851,1
1,-0.494724698,-1.018678506,-0.7550629873,1.35809423,-0.730091192,"S",0.97401439,1
0,-0.25956943,0.447682858,-0.9998548237,-1.385624508,0.567442971,"S",0.34789562,1
1,1.033269118,-1.126490572,-0.6093091427,-0.840380916,0.769437726,"S",0.21597185,1
1,0.713432486,0.251579401,-0.917156436,-0.428906509,0.311836552,"S",0.42356753,1
1,0.729168121,-0.617849384,-0.8164535218,0.994934677,-0.301867385,"S",0.85092375,1
1,0.720072378,2.073830948,-0.6516364562,0.870810205,-0.949564262,"S",0.84174111,1
0,0.271561306,2.073830948,-0.2633955113,0.812912132,-0.062248096,"S",0.87509794,1
1,0.397294789,-1.547633612,-0.6671794401,0.148232357,0.758837122,"S",0.68365736,1
1,0.256068224,1.268551378,-0.5441180775,0.492659736,0.527282407,"S",0.80757383,1
1,-0.246047092,1.268551378,-0.9502555832,-0.650852152,0.519187401,"S",0.59522182,1
0,0.970417536,0.14566422,-0.3751812977,1.593166126,0.040582831,"S",0.90597326,1
1,0.104351236,0.953220052,-0.7665136866,-0.274186523,0.423437069,"S",0.63322797,1
0,0.103744853,0.953220052,-0.4912429048,1.506574366,0.330106109,"S",0.95416808,1
0,-0.359683238,0.953220052,-0.7364468666,1.445057524,-0.899401597,"S",0.97400874,1
0,-0.447548112,0.427541385,-0.9963382963,-1.027740905,0.442274697,"S",0.52229414,1
0,0.351603841,0.427541385,-0.3495906836,-0.936003373,0.459803733,"S",0.34408999,1
0,-0.867498553,-1.312247383,-0.8915612444,0.704525737,-0.521680283,"S",0.95632968,1
1,-0.321177927,1.060549275,-0.8968095148,-0.672565403,-0.269806899,"S",0.63378197,1
1,0.284568218,1.624027695,-0.7632573808,1.80746266,-1.276600489,"S",0.97035502,1
0,0.007936363,0.229816952,-0.8103226541,-0.660538327,1.072265015,"S",0.50507271,1
0,0.605890488,0.586569356,-0.5004265435,1.336031246,-0.508756676,"S",0.91514298,1
0,-0.470560341,1.533322086,-0.6804295886,-0.818141089,0.852462261,"S",0.58589598,1
0,-1.129213389,1.533322086,-0.7651821996,-0.580806196,-0.018217551,"S",0.8189441,1
0,-0.344463028,1.533322086,-0.5428756302,-0.727381482,0.476059682,"S",0.59656378,1
0,0.71964791,1.533322086,-0.8826790471,-0.963818776,0.610332303,"S",0.24955124,1
1,0.169901221,-0.391326783,-0.8688476228,-0.911254346,0.834623829,"S",0.38493689,1
0,0.615744209,-0.325418639,-0.5926307772,1.171725681,-0.71245057,"S",0.89734472,1
0,-0.63710339,-0.297551668,-0.9310205259,1.331133588,-0.948651291,"S",0.97748088,1
0,0.039043803,1.222922662,-0.7258618618,-1.67020963,1.1131661,"S",0.19423042,1
0,1.197204721,1.222922662,-0.612199548,-0.27519951,0.736621503,"S",0.33734743,1
0,0.994096786,1.222922662,-0.8230675379,1.065981508,0.369526153,"S",0.81156318,1
1,-0.268938045,1.222922662,-0.5335379282,-0.43772951,0.134116673,"S",0.68163964,1
1,0.048048588,0.05820056,-0.8226545661,-0.683275404,0.316837603,"S",0.51325702,1
0,-0.340066753,0.118142137,-0.855896289,-1.819346391,-0.763353755,"S",0.27780474,1
1,-0.118797652,0.523454807,-0.8944299435,-0.167126422,0.355816377,"S",0.72001474,1
1,0.806663848,0.261926048,-0.4232566089,-0.915264222,0.948729943,"S",0.23591069,1
0,-0.173190193,0.261926048,-0.7177051669,-1.031212731,0.845254865,"S",0.4334032,1
1,-0.280459319,-1.279138111,-0.7972704204,-0.058183529,-0.060741694,"S",0.79069631,1
1,1.267272259,0.523454807,-0.6500994033,-0.410960118,0.499720838,"S",0.28791576,1
0,-0.959820341,-0.6810674,-0.6347190774,0.204463814,-0.024009842,"S",0.91831346,1
1,1.333095117,-1.279138111,-0.9796129022,-0.533544493,-0.659386688,"S",0.2725338,1
1,-0.609634247,1.885625431,-0.5517244161,-0.790857362,0.770269543,"S",0.63325681,1
1,0.090525707,1.885625431,-0.5639825202,-0.444875886,0.607005033,"S",0.57383677,1
0,0.236997483,1.885625431,-0.9998032263,-0.587234747,0.619796766,"S",0.48506987,1
0,-0.951937364,1.885625431,-0.7363010783,-1.047671707,0.392319986,"S",0.64818106,1
0,-0.306382186,1.885625431,-0.6990182836,-1.433536462,0.444709285,"S",0.34816659,1
0,-0.105760421,-0.233298987,-0.3788980452,-0.69726088,0.632547922,"S",0.53844309,1
1,0.535974546,-0.305553075,-0.9231440813,-0.845436291,0.31476313,"S",0.33251424,1
1,-0.133047649,-0.305553075,-0.7133887865,-0.784013162,0.24401805,"S",0.52948952,1
0,0.262041095,-0.305553075,-0.8043358076,-0.796580838,0.627820763,"S",0.40639922,1
0,0.419579358,-0.608020069,-0.5557482175,-0.262949437,0.763549065,"S",0.54346982,1
0,0.872850536,-1.158496202,-0.6483337575,0.239379182,0.287155913,"S",0.61136726,1
1,0.641303246,-1.158496202,-0.4454807722,1.845442872,-0.992387657,"S",0.95759254,1
1,1.136899947,-1.086897401,-0.5668649742,0.806054722,0.6049052,"S",0.71335855,1
1,0.025915614,1.314387026,-0.4612268197,0.151031492,-0.141534524,"S",0.78617581,1
1,0.165080478,-1.116316369,-0.7624308822,-0.896219545,0.891948242,"S",0.38919071,1
1,1.313933419,-1.133664248,-0.9144205464,1.629809628,0.149140112,"S",0.87341678,1
0,-0.040119478,0.333662804,-0.8376161756,1.342995551,-0.776115056,"S",0.95773284,1
0,0.473426155,0.68741468,-1.00539683,1.902933647,-0.173660946,"S",0.96306847,1
1,-0.167702429,0.68741468,-0.7772789339,-0.354310971,0.421367669,"S",0.67426775,1
0,-0.230463053,1.018334954,-0.9447235712,-0.860590943,0.376850206,"S",0.52435209,1
0,0.576966026,1.018334954,-0.6138595869,-0.49625839,0.100869325,"S",0.44398371,1
0,-0.194716784,1.018334954,-0.7321491203,-0.871395293,0.551318895,"S",0.50479873,1
0,0.895226063,0.178601047,-0.7595503457,-0.677284179,0.669822485,"S",0.2890684,1
0,1.17498079,-1.239200052,-0.7221447323,-0.425758279,0.979299244,"S",0.2900592,1
0,0.029826784,1.11411042,-0.8000202605,-0.36443715,0.499492595,"S",0.62009067,1
0,1.263906834,1.101901376,-0.6980174224,-1.042678807,0.687255152,"S",0.14101448,1
0,0.789897363,1.101901376,-0.7787727373,-0.726462207,0.652151431,"S",0.2989084,1
0,-0.410710354,0.178601047,-0.8485183224,-1.290820601,0.557729978,"S",0.4176142,1
0,0.399235214,-0.047887065,-0.8110991419,-1.339203029,0.653794778,"S",0.21678069,1
1,-0.832025156,-0.047887065,-0.8542558551,-0.984193277,0.462192673,"S",0.63654803,1
1,1.054553156,-0.264511374,-0.8892309372,0.943945536,0.978928983,"S",0.75745869,1
1,0.830615971,-0.264511374,-0.7034842838,0.009448979,0.001462039,"S",0.55464553,1
1,0.17420654,-0.264511374,-0.5647070499,-0.672115328,0.653673048,"S",0.47127038,1
0,0.205768767,-1.352564819,-0.7877760635,0.867586278,0.157179326,"S",0.88718951,1
1,0.383226707,-0.672686616,-0.8119218152,-1.526374319,0.923577602,"S",0.17279737,1
0,-0.036935968,-0.672686616,-0.4895164862,0.333254506,-0.498079991,"S",0.84206883,1
0,-0.232403478,0.978776272,-0.7384069219,-0.899978246,0.604874768,"S",0.50309074,1
1,-0.577404999,0.697657861,-0.7792038395,-0.581819821,0.033862352,"S",0.71238095,1
1,0.504291042,0.666342008,-0.4846573896,1.213182564,0.01885413,"S",0.90391427,1
0,-0.738005496,0.697657861,-0.8950315286,-1.436086462,0.518644691,"S",0.45586336,1
0,0.009603916,-0.34387016,-0.6680646137,-0.793153637,0.446438857,"S",0.48080322,1
1,0.818548952,0.839234486,-0.8506532007,-1.073468784,0.557780699,"S",0.20548871,1
0,-0.947086301,-0.76294387,-0.6367834524,0.270689232,-0.105178004,"S",0.92481073,1
1,-0.009830654,-0.76294387,-0.8439123028,0.302294444,0.525238368,"S",0.81090332,1
0,-0.003463635,1.156704119,-0.8521087319,-0.562099395,0.513263236,"S",0.56192032,1
1,0.255886309,-0.586016199,-0.7027385086,-1.085089135,0.71402548,"S",0.31310575,1
0,-0.485841189,-1.147804666,-0.6914739949,-0.682382904,0.352590547,"S",0.65097732,1
1,0.006026257,-1.147804666,-0.7041095203,0.34683772,0.10969978,"S",0.82633883,1
1,0.580422408,-0.634541975,-0.8960201752,-0.060769866,0.096649372,"S",0.59323242,1
0,-0.630160306,0.194189996,-0.5063483547,-0.764583435,0.13078433,"S",0.6672595,1
0,0.242212376,1.350324381,-1.0490593519,-1.049762707,0.580310785,"S",0.33119359,1
1,0.271652263,1.350324381,-0.7333694429,-0.490556589,0.640830595,"S",0.50860288,1
1,0.215925679,-1.549771919,-0.961583608,-0.903354446,0.169250826,"S",0.39831906,1
1,0.924574993,1.660585849,-0.7989620702,1.861812599,-0.660000407,"S",0.94202001,1
0,0.224778869,1.660585849,-0.9542750819,-1.358266831,0.818337448,"S",0.24106751,1
0,0.763004284,0.056096742,-0.6491392384,0.904133595,-0.221089771,"S",0.82746113,1
0,-0.188107211,-0.791155729,-0.9739099279,-0.207973345,-0.089439405,"S",0.73606967,1
0,1.342675966,-0.791155729,-0.9339779592,0.683399878,1.119409805,"S",0.6098583,1
0,0.607861232,-0.140972403,-0.5624736723,-0.905681321,0.563643999,"S",0.29042555,1
1,1.072865918,-0.332109471,-0.7436950672,-0.515532566,0.413916814,"S",0.3037204,1
1,-0.59644542,-1.458169601,-0.6119038507,-0.932386198,0.537035977,"S",0.59108418,1
0,0.303517682,-1.458169601,-0.9360479687,0.598582664,-0.047589845,"S",0.8337397,1
1,0.698091,0.87817237,-0.5546280458,-1.033654356,0.488293489,"S",0.23911224,1
0,-0.037390755,1.016058691,-0.5318541306,-1.22157662,0.253903493,"S",0.35559473,1
1,1.315722248,1.016058691,-0.4331001914,1.129267285,0.596216763,"S",0.76315471,1
1,0.682234088,0.351355571,-0.6650076314,-0.738758308,-0.837639133,"S",0.36776466,1
0,0.455901691,-1.240269205,-0.9034245716,0.941048456,0.143941251,"S",0.86959435,1
0,1.373419576,-1.14680449,-0.8619177812,1.831719154,0.650305201,"S",0.88864212,1
0,-0.297225805,-1.200193191,-0.8304246693,0.064891848,-0.583412314,"S",0.83098851,1
0,-0.692071995,0.508245235,-0.7043241871,-0.309805945,-0.145541451,"S",0.80752465,1
0,1.421475417,0.508245235,-0.9751227885,-0.722721357,0.752588345,"S",0.17642037,1
0,-0.571310851,-0.231815968,-0.8564410935,-1.338935279,0.405040711,"S",0.4489206,1
0,1.08375049,0.159425261,-0.9838858567,-1.513793893,1.016233978,"S",0.08989102,1
1,-0.596687973,0.782879747,-0.7562563098,-1.428298761,0.48100494,"S",0.42243233,1
0,-0.705109226,0.782879747,-0.3462307344,-0.989422052,0.264798276,"S",0.60938959,1
1,-0.418896523,-0.974601788,-0.5105301642,-1.029694206,0.291837423,"S",0.5192693,1
0,-1.147889981,-0.931594223,-0.5273829031,-1.061662283,-0.194025264,"S",0.70801568,1
0,-0.429447584,0.077824701,-1.0301688973,-1.462215039,0.457582171,"S",0.36900961,1
1,-0.045182774,0.077824701,-0.6771479875,-0.849420667,0.666023512,"S",0.46819705,1
1,0.072061349,0.077824701,-0.7358211095,-1.191235443,0.561955003,"S",0.32873932,1
1,-0.550663515,-0.563874373,-0.5400973175,-0.929369548,0.136059272,"S",0.5939861,1
0,0.300425129,0.252372644,-0.941901141,-1.214106395,0.641850079,"S",0.26842236,1
0,-0.139808818,-0.601018838,-0.8927733167,1.069710245,-0.56660351,"S",0.94364055,1
0,0.042712419,-0.535869448,-0.5288784436,1.634058311,-1.335314646,"S",0.97113196,1
1,0.136519846,-0.535869448,-0.764716726,-1.251498323,0.675645209,"S",0.29252045,1
0,0.522906995,-0.937940167,-0.3424322155,0.080862882,0.847298905,"S",0.62931847,1
1,0.399750639,-0.937940167,-0.7555573421,-0.622279399,0.983052567,"S",0.41698137,1
0,-0.583408189,1.075138048,-0.7643724061,-0.554704394,-0.184210829,"S",0.72753717,1
0,-0.069347131,0.219780704,-0.5835596522,-0.698797255,-0.575763649,"S",0.57070415,1
0,-0.059250856,0.219780704,-0.944028335,-1.206309769,0.626988945,"S",0.35368231,1
0,0.566627199,0.176152341,-0.8176412492,-0.845196591,0.704109604,"S",0.31327123,1
0,-0.10330457,0.176152341,-0.7892206297,-0.859522493,0.636240381,"S",0.48133709,1
1,-0.17118913,0.24837194,-0.7601821061,-1.216750745,0.46969932,"S",0.38351675,1
0,-0.443333751,-0.421297571,-0.5575235723,1.013140021,-0.386504835,"S",0.95435434,1
1,-0.597779462,-0.285032225,-0.6492015166,0.53587663,0.476607465,"S",0.91832812,1
0,0.158865053,-0.484308654,-0.776967984,-0.899605946,0.644031064,"S",0.39808258,1
1,0.799326616,-0.186497652,-0.4993681635,-1.175448392,0.682061363,"S",0.18375152,1
1,-0.344705581,-0.186497652,-0.8896065846,-1.106307686,0.574619935,"S",0.46271259,1
1,-0.142628498,0.822369451,-0.6739146583,-1.15128459,0.620445989,"S",0.39274363,1
0,0.485523493,0.822369451,-0.4025073392,0.5793359,0.387374729,"S",0.79050681,1
0,-0.432206626,-0.044300228,-0.8422051998,-1.076889609,0.474117084,"S",0.49996842,1
0,1.201691954,0.830888191,-0.7774202598,0.803179495,0.354188246,"S",0.70552631,1
1,1.567249853,0.830888191,-0.6391874318,-0.380747843,0.817302748,"S",0.22595208,1
0,-0.196839124,-0.641094852,-0.7343284466,-1.197438318,0.6772987,"S",0.38941907,1
1,0.768704282,0.830888191,-0.6379780462,0.7321504,0.395941437,"S",0.77463901,1
0,1.669122171,-0.421538993,-0.9449974433,1.671164639,0.198085482,"S",0.83202892,1
0,-0.074440747,-0.166425156,-0.4198463263,0.065079911,0.315853623,"S",0.77300584,1
1,1.649748239,-0.412882298,-0.6906490199,1.019041614,-0.456387666,"S",0.6915507,1
1,0.868090431,-0.697863458,-0.9511613743,-0.618068074,0.13440578,"S",0.32911032,1
0,0.313917147,-0.584602157,-0.626275588,-0.283144163,0.943860767,"S",0.55828698,1
1,0.373160751,1.453997789,-0.6989944027,-0.743114984,0.752989038,"S",0.39130131,1
0,1.102457401,1.453997789,-0.7314428378,-0.465558937,0.775666214,"S",0.30080576,1
0,-0.138596052,1.453997789,-0.7286625876,-1.332120404,0.748779229,"S",0.3296402,1
0,1.458191898,1.453997789,-0.7190896292,-0.900282971,0.765303998,"S",0.13836302,1
1,0.123816125,1.453997789,-0.688463562,0.114907425,0.532582709,"S",0.74088876,1
0,0.173266646,1.453997789,-0.2352096785,-0.688402179,1.032743531,"S",0.45248871,1
0,0.764823432,-0.860236845,-0.9282548094,1.121376309,1.183627145,"S",0.84129959,1
1,0.846169691,0.143387957,-0.9570350849,-0.37219425,-0.072376998,"S",0.42131721,1
1,0.42412723,-1.416610567,-0.7334932757,-0.919285572,0.433160206,"S",0.3326825,1
0,1.483356786,-1.416610567,-0.7342092138,-0.646334826,0.408327405,"S",0.18967133,1
1,-0.108913612,-1.060099585,-0.3503275335,0.493967759,-0.290607413,"S",0.87490341,1
0,0.332715016,0.515143,-0.849376252,-1.165335091,0.662909268,"S",0.27437154,1
1,0.382529366,0.515143,-0.9851888262,-0.606859548,0.692580814,"S",0.43686748,1
1,-0.188531679,0.515143,-1.0013257637,-0.998639028,0.644244091,"S",0.45571898,1
1,-0.513189055,0.515143,-0.9967462658,-1.232519946,0.417441895,"S",0.46969973,1
0,-0.292041231,-0.137626987,-0.6753797161,-0.37349016,0.846132332,"S",0.68441921,1
1,-0.518585863,0.133800064,-0.9646714118,-1.570187147,0.593224248,"S",0.35205304,1
1,0.61995857,0.774740384,-0.5895225511,-1.14777069,0.819711976,"S",0.21766106,1
1,0.162594308,1.491694074,-0.8191919685,-0.092623194,0.16081092,"S",0.68422552,1
1,-0.474653425,1.491694074,-0.4497152491,-1.013130679,0.44974584,"S",0.53435442,1
0,-0.05737107,1.491694074,-0.8163429437,-0.811957339,0.637056983,"S",0.48548699,1
0,-0.038937031,-0.813573465,-0.713939313,0.373877157,0.28490899,"S",0.83492108,1
0,-0.377177383,-0.324866817,-0.96358531,-1.365011581,0.700356281,"S",0.3794033,1
1,0.670894729,-0.324866817,-1.0087856781,-0.698192905,0.827066461,"S",0.32957385,1
0,0.772342579,0.367841229,-0.7438090636,0.885161925,0.001188148,"S",0.81752827,1
0,-0.725028903,0.367841229,-0.9315181095,-0.591711272,0.27818344,"S",0.73442901,1
0,0.783894173,0.822369451,-1.0466854068,-0.01521526,-0.31880299,"S",0.56978787,1
1,-0.743462941,-0.044300228,-0.8422701189,-0.281974478,0.346159176,"S",0.81122611,1
0,-0.238194434,0.822369451,-0.8172416158,-1.184769917,0.433276864,"S",0.41266874,1
0,-0.704563482,-0.044300228,-0.472639067,-1.098015086,0.241553029,"S",0.57358387,1
0,1.056402624,-0.044300228,-0.8241223954,0.810668998,0.685495147,"S",0.72973255,1
1,0.80942289,-0.87975752,-0.8727949337,-0.968614051,0.733142071,"S",0.22763851,1
0,0.922422334,-0.21181245,-0.8516959131,-0.223214824,0.817368684,"S",0.42095563,1
1,1.160761112,-0.21181245,-0.7138227422,-0.377002148,0.533384094,"S",0.32113427,1
0,-0.511673098,1.904076952,-0.4437156098,0.028748528,0.390346955,"S",0.83677812,1
1,0.271955454,1.904076952,-0.9728283986,-1.293424151,0.673540304,"S",0.252219,1
1,0.518935188,-1.074550402,-0.866069619,-0.249167451,0.42297044,"S",0.53372326,1
0,0.865422346,-1.513627631,-0.7314800958,-1.437109012,1.03574619,"S",0.12170993,1
0,-0.650595408,-1.513627631,-0.911266655,-1.336667054,0.593300329,"S",0.46420977,1
0,0.410756488,-1.373465047,-0.6155588959,0.627138587,-0.185798384,"S",0.82583779,1
1,-0.032448735,-1.160841442,-0.8959320508,-1.257735623,0.730139412,"S",0.32785734,1
1,-0.187197637,0.924663306,-0.846258002,-1.34912763,0.609155586,"S",0.34044229,1
1,-0.278518894,-0.142179512,-0.8713753566,-0.95056005,0.559266812,"S",0.49953011,1
0,-0.205631676,-0.142179512,-0.8656434825,-1.059304808,0.60539719,"S",0.44077502,1
0,-0.397855038,-0.645336977,-0.5348322242,-0.198389934,0.586442905,"S",0.76284626,1
0,0.519026145,-0.801364421,-0.7470005615,-0.617323474,0.596054457,"S",0.40095536,1
1,0.047472525,-0.842233678,-1.0068962913,0.010689809,0.859497207,"S",0.71935742,1
1,0.872426068,-0.842233678,-0.953485051,-0.091224901,0.683755431,"S",0.48436417,1
1,0.970023387,-1.286829119,-0.8003710807,-0.023787213,1.137258381,"S",0.46548175,1
0,1.749862047,0.680827314,-0.8045156204,1.143994811,-0.214785202,"S",0.69826767,1
0,0.231540038,0.680827314,-0.6279357221,-0.763504785,0.296615303,"S",0.43709676,1
1,0.803601615,-0.53607638,-0.9066389147,-0.982222127,0.693488713,"S",0.22640718,1
1,0.846685116,-0.49793174,-0.5753647796,0.398828781,0.583364165,"S",0.65942605,1
1,-0.212635397,0.009709272,-1.008505357,-1.449269963,0.68693054,"S",0.31340122,1
0,-0.682915614,-1.402642593,-0.7520442885,0.770035255,-0.262254603,"S",0.94988864,1
1,0.464603285,-0.289446794,-0.4669355786,-0.907873046,0.649290789,"S",0.31984296,1
1,1.281886085,0.609538913,-0.8677827669,-0.725917782,0.806986179,"S",0.19736245,1
1,0.669560687,0.609538913,-0.8087376023,-0.454493211,0.867176305,"S",0.40719716,1
1,0.648185692,1.372880073,-0.5663109997,-0.940055324,0.518005611,"S",0.27329284,1
0,-1.078337868,1.372880073,-0.6070011188,-0.597975347,-1.229790456,"S",0.83244214,1
1,1.207695144,1.372880073,-0.9540451433,0.410892705,0.462015151,"S",0.57604262,1
1,-0.857038449,0.714350452,-0.3680025575,0.528409591,-0.578304751,"S",0.94471514,1
1,0.67792877,-0.804847792,-0.9358830976,-1.119111237,0.816739749,"S",0.21392593,1
1,0.221443763,-0.804847792,-0.5775862777,0.092016583,-0.179919867,"S",0.73403031,1
0,-1.029402773,2.103870715,-0.7037597856,-0.515852591,-0.166494127,"S",0.81954683,1
1,1.609363142,2.103870715,-0.6322886519,-0.419871604,0.149647318,"S",0.22513535,1
0,0.63090378,2.103870715,-1.0381938402,-0.821363015,0.751660159,"S",0.30414791,1
1,0.273441092,2.103870715,-0.837117674,-0.827516165,0.212185807,"S",0.40733442,1
1,2.017913585,-1.152219236,-0.714414887,0.40602399,0.2699312,"S",0.3672124,1
0,0.415698508,-0.15956188,-0.6740917021,1.709594035,0.042210962,"S",0.95362967,1
1,-1.070121381,-0.15956188,-0.5101323824,0.759710891,-1.066865773,"S",0.96948775,1
1,-0.092238083,0.401088456,-0.8271429042,-0.976841627,0.267116207,"S",0.45086596,1
0,0.774222366,-1.148046088,-0.4173498821,-0.074157367,0.973314214,"S",0.50639203,1
0,0.163352287,-0.584602157,-0.7514283067,-1.005328954,0.773054104,"S",0.35809646,1
0,-0.436451306,1.20978242,-0.6738190186,-1.247062597,0.647759028,"S",0.43613412,1
1,0.910294677,-1.297589632,-0.5778981737,1.882457655,0.376474874,"S",0.9361057,1
0,-0.324573671,1.20978242,-0.761815987,-0.587179922,1.04123923,"S",0.61875785,1
0,0.820822888,0.033954916,-0.9366976633,-0.546808319,0.521307522,"S",0.3503816,1
1,0.079034752,1.313145428,-0.4202665903,-0.574599496,0.152051474,"S",0.54841333,1
0,-0.182589127,1.313145428,-0.9115103781,0.534354279,0.346727247,"S",0.87971302,1
0,1.256448325,1.313145428,-0.7525294349,-0.964574851,0.755596076,"S",0.15446479,1
0,0.827402142,-0.149353188,-0.629946651,1.210518961,-0.279631477,"S",0.87355812,1
0,-0.25177741,-0.534524383,-0.8480353139,1.170590293,-0.844876961,"S",0.95763972,1
1,1.357562665,-0.047093822,-0.5239360827,-0.288510129,0.740420476,"S",0.29595543,1
0,0.095740599,2.190851531,-0.8570728049,-0.721958907,0.281201315,"S",0.48826241,1
1,0.211953872,-0.775670246,-0.9610807614,0.423615931,0.575264087,"S",0.79882092,1
1,0.799053744,-0.183497124,-0.5226996718,-0.959277225,0.642052961,"S",0.23422618,1
0,0.902320743,-0.418331533,-0.5383636288,1.542744079,-0.046580505,"S",0.90728801,1
1,0.72601493,-0.389257453,-0.8928894435,-0.845910591,0.887038488,"S",0.27223771,1
0,-0.279489106,-0.596914667,-0.6885187033,-1.547507445,0.428493912,"S",0.30742658,1
0,0.571478261,-1.102693283,-0.7873184319,1.708490777,-1.196609045,"S",0.95394812,1
